,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
99257,215240,0,Cash loans,F,N,N,1,180000.0,301500.0,14053.5,301500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.028663,-11900,-2038,-1259.0,-4511,,1,1,0,1,0,0,High skill tech staff,3.0,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.6024563020706866,0.5656079814115492,0.0995,0.0432,0.9732,0.6736,0.0317,0.04,0.0345,0.2917,0.3333,0.0119,0.0777,0.0378,0.0154,0.0218,0.0273,0.0232,0.9677,0.6145,0.0236,0.0,0.0345,0.0417,0.0833,0.0083,0.0239,0.0153,0.0,0.0,0.1004,0.0432,0.9707,0.6779999999999999,0.0319,0.04,0.0345,0.2917,0.3333,0.0121,0.0791,0.0149,0.0155,0.0223,reg oper account,block of flats,0.0243,"Stone, brick",No,0.0,0.0,0.0,0.0,-293.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
99708,215754,0,Cash loans,F,N,Y,0,135000.0,808650.0,23773.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-20015,365243,-5206.0,-3474,,1,0,0,1,0,0,,2.0,3,3,WEDNESDAY,8,0,0,0,0,0,0,XNA,0.7252792847296559,0.6189763107113098,,0.0165,0.0081,0.9727,,,0.0,0.069,0.0417,,0.0,,0.0077,,0.0,0.0168,0.0084,0.9727,,,0.0,0.069,0.0417,,0.0,,0.008,,0.0,0.0167,0.0081,0.9727,,,0.0,0.069,0.0417,,0.0,,0.0079,,0.0,,block of flats,0.0096,"Stone, brick",No,3.0,0.0,3.0,0.0,-1825.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
100352,216498,1,Cash loans,M,N,N,0,202500.0,319981.5,14958.0,243000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-14621,-3178,-1163.0,-3699,,1,1,0,1,0,0,Drivers,2.0,3,1,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.3520218755972392,,0.1227,,0.9771,,,0.0,0.2069,0.1667,,0.0496,,0.0964,,0.003,0.125,,0.9772,,,0.0,0.2069,0.1667,,0.0507,,0.1005,,0.0032,0.1239,,0.9771,,,0.0,0.2069,0.1667,,0.0505,,0.0982,,0.0031,,block of flats,0.0765,Panel,No,5.0,0.0,5.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100489,216661,0,Cash loans,F,N,Y,0,202500.0,407745.0,48519.0,382500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00733,-12602,-2017,-6657.0,-583,,1,1,0,1,0,1,Sales staff,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Self-employed,0.4214501195873177,0.6022834569086243,0.3791004853998145,0.0753,0.0835,0.9811,,,0.0,0.1379,0.1667,,0.1186,,0.0472,,0.0129,0.0735,0.0866,0.9806,,,0.0,0.1379,0.1667,,0.0,,0.0467,,0.0,0.076,0.0835,0.9811,,,0.0,0.1379,0.1667,,0.1207,,0.0481,,0.0131,,block of flats,0.0528,"Stone, brick",No,0.0,0.0,0.0,0.0,-246.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
101002,217270,0,Revolving loans,F,N,Y,0,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003813,-21412,365243,-9020.0,-4700,,1,0,0,1,0,1,,2.0,2,2,TUESDAY,6,0,0,0,0,0,0,XNA,0.8070233594126488,0.3481758251834159,0.6785676886853644,0.0557,0.0573,0.9816,,,0.0,0.1379,0.1667,,0.0575,,0.0483,,0.0189,0.0567,0.0595,0.9816,,,0.0,0.1379,0.1667,,0.0588,,0.0503,,0.0201,0.0562,0.0573,0.9816,,,0.0,0.1379,0.1667,,0.0585,,0.0492,,0.0193,,block of flats,0.0421,Panel,No,0.0,0.0,0.0,0.0,-1473.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
101935,218344,0,Cash loans,M,Y,Y,0,180000.0,1264428.0,37098.0,990000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-17241,-3321,-9786.0,-769,1.0,1,1,1,1,1,0,Laborers,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.6423045970128306,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
102108,218540,0,Cash loans,F,Y,Y,2,148500.0,312768.0,13905.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-11232,-2263,-3318.0,-3354,17.0,1,1,0,1,0,0,Managers,4.0,2,2,FRIDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.6142929729093164,0.4977276706115889,0.4066174366275036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-2245.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
102489,218978,0,Cash loans,F,N,Y,0,103500.0,948582.0,27864.0,679500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-19986,-1823,-4481.0,-3437,,1,1,0,1,1,0,Core staff,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.7118408446290049,0.7610263695502636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-333.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102506,218995,0,Cash loans,F,Y,N,0,180000.0,675000.0,19737.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-16963,-1800,-4302.0,-497,7.0,1,1,1,1,1,0,High skill tech staff,2.0,2,2,SUNDAY,18,0,0,0,0,0,0,Trade: type 6,0.7738190641491941,0.7053615345811417,0.656158373001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,4.0,0.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102594,219097,0,Cash loans,F,N,Y,0,90000.0,592560.0,26100.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00712,-18543,-1177,-9886.0,-2024,,1,1,1,1,1,0,Sales staff,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,,0.6628160564917858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,15.0,1.0,-1666.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
103105,219680,0,Revolving loans,M,N,Y,0,162000.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.032561,-11748,-154,-5836.0,-2288,,1,1,0,1,0,1,,1.0,1,1,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.4605583447686084,,0.0619,,0.9737,,,,0.2069,0.1667,,0.0586,,0.0556,,0.0051,0.0525,,0.9737,,,,0.1724,0.1667,,0.0344,,0.0503,,0.0045,0.0625,,0.9737,,,,0.2069,0.1667,,0.0596,,0.0566,,0.0052,,block of flats,0.0389,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
103240,219830,0,Cash loans,F,N,Y,0,135000.0,414229.5,15745.5,342000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.020713,-21336,365243,-3456.0,-1770,,1,0,0,1,0,0,,1.0,3,3,THURSDAY,13,0,0,0,0,0,0,XNA,,0.5862989338891661,0.1777040724853336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1318.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
103803,220475,0,Cash loans,F,Y,N,1,292500.0,1670485.5,58194.0,1525500.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.009549,-12188,-2837,-5870.0,-2239,5.0,1,1,0,1,1,0,Medicine staff,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,0.6034691593914409,0.5172540193043488,0.2431864804420123,0.2299,0.0961,0.9916,0.8844,0.0293,0.2,0.1724,0.4167,0.4583,0.0172,0.1862,0.2497,0.0058,0.0946,0.1669999999999999,0.0847,0.9876,0.8367,0.0243,0.1611,0.1379,0.375,0.4167,0.0,0.1433,0.1891,0.0,0.0112,0.2321,0.0961,0.9916,0.8859,0.0295,0.2,0.1724,0.4167,0.4583,0.0175,0.1894,0.2542,0.0058,0.0966,reg oper spec account,block of flats,0.1816,"Stone, brick",No,1.0,0.0,1.0,0.0,-1705.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
103890,220573,0,Cash loans,F,N,Y,2,900000.0,1125000.0,40410.0,1125000.0,Children,Working,Secondary / secondary special,Separated,House / apartment,0.0035409999999999,-13908,-3603,-3188.0,-4598,,1,1,0,1,0,0,Private service staff,3.0,1,1,MONDAY,12,0,0,0,0,0,0,Services,0.6709792392941633,0.6574586524036591,0.4329616670974407,0.0807,0.0893,0.9861,0.8096,0.0168,0.0,0.1983,0.1667,0.2083,0.0916,0.0651,0.0833,0.0029,0.003,0.062,0.0651,0.9861,0.8171,0.0119,0.0,0.1379,0.1667,0.2083,0.0659,0.0533,0.061,0.0039,0.0,0.0703,0.0844,0.9861,0.8121,0.0159,0.0,0.1897,0.1667,0.2083,0.0869,0.0573,0.0802,0.0039,0.0033,reg oper account,block of flats,0.0512,Panel,No,0.0,0.0,0.0,0.0,-1044.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
103907,220591,1,Cash loans,F,N,Y,0,135000.0,130365.0,8460.0,99000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.008575,-14905,-171,-2209.0,-185,,1,1,0,1,0,1,Laborers,2.0,2,2,TUESDAY,17,0,0,0,1,1,0,Self-employed,0.4466044023265995,0.6652212042394722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-960.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104332,221086,0,Cash loans,F,N,Y,0,112500.0,545040.0,20677.5,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-22744,365243,-14540.0,-351,,1,0,0,1,0,0,,2.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.4662188080011887,0.4812493411434029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1135.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
104862,221686,0,Revolving loans,F,Y,Y,0,117000.0,382500.0,19125.0,382500.0,Family,Commercial associate,Higher education,Single / not married,House / apartment,0.008625,-17010,-4242,-4962.0,-546,5.0,1,1,1,1,1,0,Core staff,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Self-employed,0.8184622288912106,0.7063921211035589,0.8245949709919925,0.0314,0.0262,0.9916,0.8640000000000001,0.008,0.04,0.0345,0.2917,0.3333,0.0657,0.0244,0.0375,0.0039,0.0075,0.0305,0.0272,0.9901,0.8693,0.0081,0.0403,0.0345,0.2917,0.3333,0.0672,0.0266,0.038,0.0039,0.008,0.0317,0.0262,0.9916,0.8658,0.0081,0.04,0.0345,0.2917,0.3333,0.0669,0.0248,0.0382,0.0039,0.0077,reg oper account,block of flats,0.0303,"Stone, brick",No,0.0,0.0,0.0,0.0,-978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105089,221945,0,Cash loans,F,N,Y,0,112500.0,1256400.0,44644.5,900000.0,Family,Working,Higher education,Married,House / apartment,0.015221,-11000,-1509,-2891.0,-2884,,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,7,0,0,0,0,0,0,Self-employed,,0.2652563401861944,0.5064842396679806,0.0412,,0.9767,,,,0.069,0.1667,,0.0283,,0.0322,,,0.042,,0.9767,,,,0.069,0.1667,,0.0289,,0.0336,,,0.0416,,0.9767,,,,0.069,0.1667,,0.0288,,0.0328,,,,block of flats,0.0253,"Stone, brick",No,6.0,1.0,6.0,1.0,-801.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105195,222068,0,Cash loans,F,N,N,0,126000.0,508495.5,21672.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,-10268,-1367,-4530.0,-2956,,1,1,1,1,0,0,Cooking staff,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.2878546203878224,0.7399807289916747,0.5442347412142162,0.0938,0.1056,0.9906,0.8708,0.0152,0.0,0.2069,0.1667,0.2083,0.0316,0.0765,0.0879,0.0,0.0,0.0956,0.1096,0.9906,0.8759,0.0153,0.0,0.2069,0.1667,0.2083,0.0324,0.0836,0.0916,0.0,0.0,0.0947,0.1056,0.9906,0.8725,0.0153,0.0,0.2069,0.1667,0.2083,0.0322,0.0778,0.0895,0.0,0.0,reg oper account,block of flats,0.0774,Panel,No,0.0,0.0,0.0,0.0,-198.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
105239,222114,1,Cash loans,M,Y,N,3,135000.0,450000.0,27324.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-12307,-2793,-858.0,-5002,3.0,1,1,0,1,0,0,Laborers,5.0,2,2,FRIDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.3683424040108437,0.4365064990977374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105345,222239,0,Cash loans,F,N,Y,0,180000.0,997335.0,29290.5,832500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.035792,-21051,365243,-7555.0,-4174,,1,0,0,1,0,0,,1.0,2,2,SUNDAY,12,0,0,0,0,0,0,XNA,,0.7064646820503984,0.6801388218428291,0.0371,,0.9896,,,0.04,0.0345,0.3333,,0.0242,,0.0372,,0.0543,0.0378,,0.9896,,,0.0403,0.0345,0.3333,,0.0248,,0.0388,,0.0575,0.0375,,0.9896,,,0.04,0.0345,0.3333,,0.0247,,0.0379,,0.0554,,block of flats,0.0411,Panel,No,6.0,0.0,6.0,0.0,-918.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
105389,222287,0,Cash loans,F,N,Y,1,54000.0,148365.0,11781.0,135000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.010032,-17174,-1002,-6266.0,-709,,1,1,0,1,0,0,Secretaries,3.0,2,2,FRIDAY,5,0,0,0,0,0,0,Government,0.6337697344799404,0.6697929788660762,0.6430255641096323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105600,222533,0,Cash loans,F,Y,Y,1,270000.0,1125000.0,37309.5,1125000.0,Children,Working,Higher education,Single / not married,House / apartment,0.028663,-13672,-432,-518.0,-465,3.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Legal Services,0.5252843360337346,0.6032992097199676,0.2445163919946749,0.1,0.0902,0.9771,0.6872,0.0101,0.0,0.2069,0.1667,0.0417,0.0792,0.0807,0.0739,0.0039,0.0526,0.1019,0.0936,0.9772,0.6994,0.0102,0.0,0.2069,0.1667,0.0417,0.081,0.0882,0.077,0.0039,0.0557,0.101,0.0902,0.9771,0.6914,0.0102,0.0,0.2069,0.1667,0.0417,0.0806,0.0821,0.0752,0.0039,0.0537,reg oper account,block of flats,0.0751,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
106048,223038,0,Cash loans,M,N,Y,0,90000.0,343800.0,16852.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-14871,-780,-4324.0,-4505,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.4184248607575873,0.5329359029101216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
106412,223450,0,Cash loans,F,Y,N,0,121500.0,352422.0,26347.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.035792,-16244,-3681,-10300.0,-4695,15.0,1,1,0,1,1,0,Security staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Construction,,0.6020424786606463,0.7688075728291359,0.0062,0.0,0.9657,,,0.0,0.0345,0.0833,,,,0.0045,,0.0,0.0063,0.0,0.9657,,,0.0,0.0345,0.0833,,,,0.0046,,0.0,0.0062,0.0,0.9657,,,0.0,0.0345,0.0833,,,,0.0045,,0.0,,block of flats,0.0035,"Stone, brick",No,0.0,0.0,0.0,0.0,-2304.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
106495,223557,0,Cash loans,M,Y,Y,0,562500.0,561393.0,20295.0,463500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.035792,-17200,-5737,-3015.0,-757,14.0,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,9,0,0,0,0,0,0,Military,0.4887034266059294,0.6479466445230389,0.2225807646753351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1786.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
106959,224092,0,Revolving loans,F,N,Y,0,180000.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.072508,-13213,-2662,-7147.0,-1492,,1,1,1,1,0,0,Sales staff,2.0,1,1,THURSDAY,16,1,1,0,1,1,1,Business Entity Type 3,,0.4841477340681005,0.1595195404777181,0.0746,0.0748,0.9752,0.66,0.0004,0.0,0.1262,0.1667,0.2083,0.0,0.0597,0.0542,0.0039,0.0071,0.0641,0.0625,0.9757,0.6798,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0551,0.0445,0.0,0.0,0.0791,0.0819999999999999,0.9757,0.6713,0.0005,0.0,0.1379,0.1667,0.2083,0.0,0.0641,0.0522,0.0039,0.0053,reg oper account,block of flats,0.0407,Panel,No,1.0,0.0,1.0,0.0,-335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
107978,225267,0,Cash loans,F,N,Y,0,103500.0,80865.0,6480.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.022625,-10952,-1676,-4845.0,-3331,,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.3983698610744193,,0.134,0.1248,0.9767,,,0.0,0.2759,0.1667,,0.1098,,0.1226,,0.0,0.1366,0.1295,0.9767,,,0.0,0.2759,0.1667,,0.1123,,0.1278,,0.0,0.1353,0.1248,0.9767,,,0.0,0.2759,0.1667,,0.1117,,0.1248,,0.0,,block of flats,0.1263,"Stone, brick",No,0.0,0.0,0.0,0.0,-872.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
108067,225366,0,Cash loans,M,Y,N,0,234000.0,675000.0,43645.5,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-23440,365243,-8038.0,-4671,3.0,1,0,0,1,1,0,,2.0,1,1,TUESDAY,14,0,0,0,0,0,0,XNA,,0.7306566171014098,0.5442347412142162,,,0.9762,,,,,,,,,0.052,,0.0031,,,0.9762,,,,,,,,,0.0542,,0.0033,,,0.9762,,,,,,,,,0.0529,,0.0032,,block of flats,0.0503,,No,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108152,225463,0,Cash loans,F,N,N,2,135000.0,900000.0,25794.0,900000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.005084,-13354,-1090,-561.0,-384,,1,1,0,1,0,0,Managers,4.0,2,2,WEDNESDAY,13,0,0,0,0,1,1,Business Entity Type 2,0.5719962052974404,0.589943310650522,,0.1412,0.1772,0.9955,,,,0.2069,0.1667,,0.0088,,0.0722,,0.0147,0.1439,0.1839,0.9955,,,,0.2069,0.1667,,0.009,,0.0752,,0.0156,0.1426,0.1772,0.9955,,,,0.2069,0.1667,,0.0089,,0.0735,,0.015,,block of flats,0.1031,"Stone, brick",No,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108700,226077,0,Cash loans,F,N,Y,0,67500.0,521280.0,26743.5,450000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-20162,365243,-156.0,-3469,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.7502799992392829,0.4253879378368921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-638.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
